ticker,currency,company_name,exchange,exchange_short,timezone
LOCK.L,USD,ISHS IV/SHS CL-ACC USD,London Stock Exchange,LSE,Europe/London
39IS.L,USD,TURKIYE GARANTI/S ADR,London Stock Exchange,LSE,Europe/London
CNYA.L,USD,ISHS IV/SHS CL-A EUR,London Stock Exchange,LSE,Europe/London
XIDD.L,USD,X-TRACKERS MSCI/USD,London Stock Exchange,LSE,Europe/London
BPCR.L,USD,Biopharma Credit PLC,London Stock Exchange,LSE,Europe/London
SG33.L,USD,SG ISSU/WTI X3 DLY SHT PERP ETN USD,London Stock Exchange,LSE,Europe/London
SUWS.L,USD,ISHS IV/SHS CL-DISTRG USD,London Stock Exchange,LSE,Europe/London
500U.L,USD,AMUNDI I.SOL.-S+P/USD,London Stock Exchange,LSE,Europe/London
2GOL.L,USD,BST/ASST BKD 20621130 GLD 2X LV,London Stock Exchange,LSE,Europe/London
NIKU.L,USD,UBS London/ETC Perp Othr,London Stock Exchange,LSE,Europe/London
40XT.L,USD,OJSC OC ROSNEFT/S GDR 144A,London Stock Exchange,LSE,Europe/London
FTEU.L,USD,1ST TR GB/SHS CL-A EUR,London Stock Exchange,LSE,Europe/London
IUIS.L,USD,ISHS V/SHS USD,London Stock Exchange,LSE,Europe/London
HDLV.L,USD,POWERSHARES/SHS USD,London Stock Exchange,LSE,Europe/London
HLQD.L,USD,ISHS/SHS CL-USD ACC USD,London Stock Exchange,LSE,Europe/London
RPG.L,USD,Republic Goldfields Inc,London Stock Exchange,LSE,Europe/London
EMRD.L,USD,SSGA SPDR I/SHS USD,London Stock Exchange,LSE,Europe/London
SG62.L,USD,SG ISSU/GBPUSD X3 DLY LG PERP LEV P,London Stock Exchange,LSE,Europe/London
3CRL.L,USD,ETFS COMM/3X DAILY LONG WTI CRU,London Stock Exchange,LSE,Europe/London
CNDX.L,USD,CS ETF/SHS USD,London Stock Exchange,LSE,Europe/London
SSIL.L,USD,ETFS COMM/1X DAILY SHORT SILVER,London Stock Exchange,LSE,Europe/London
37QB.L,USD,JSC HALYK BK/S GDR 144A,London Stock Exchange,LSE,Europe/London
ALYU.L,USD,UBS London/ETC Perp Othr,London Stock Exchange,LSE,Europe/London
AIGL.L,USD,ETFS COMM/LIVESTOCK,London Stock Exchange,LSE,Europe/London
NRGW.L,USD,MULTI UNITS LUX-LY./USD,London Stock Exchange,LSE,Europe/London
IRF.L,USD,IRF European Finance Investments Ltd.,London Stock Exchange,LSE,Europe/London
UC89.L,USD,UBS-ETF MSCI EMU H/USD,London Stock Exchange,LSE,Europe/London
NBDD.L,USD,NB DIST/NPV VTG FPD,London Stock Exchange,LSE,Europe/London
IDTM.L,USD,ISHS II/SHS USD,London Stock Exchange,LSE,Europe/London
OSW1.L,USD,ETFS OIL/ETFS WTI OIL 1YR,London Stock Exchange,LSE,Europe/London
SCOM.L,USD,ETFS FORE/BULLISH USD VS CMDTY,London Stock Exchange,LSE,Europe/London
CSHD.L,USD,LYX.EURO OVERNIGHT RET.UC.ETF,London Stock Exchange,LSE,Europe/London
LWEA.L,USD,ETFS COMM/2X DAILY LONG WHEAT,London Stock Exchange,LSE,Europe/London
RCOI.L,USD,Riverstone Credit Opprtnts Incm PLC,London Stock Exchange,LSE,Europe/London
3SUL.L,USD,ETFS COMM/3X DAILY LONG SUGAR,London Stock Exchange,LSE,Europe/London
VWRD.L,USD,VANGUARD/SHS USD,London Stock Exchange,LSE,Europe/London
LPLA.L,USD,ETFS COMM/2X DAILY LONG PLATINU,London Stock Exchange,LSE,Europe/London
NBLU.L,USD,NB GBL/NPV VTG FPD,London Stock Exchange,LSE,Europe/London
XSFD.L,USD,XTRACKERS S+P SEL/USD,London Stock Exchange,LSE,Europe/London
BRTU.L,USD,UBS London/ETC Perp Othr,London Stock Exchange,LSE,Europe/London
SPEH.L,USD,ISHS V/SHS CL-ACC USD,London Stock Exchange,LSE,Europe/London
XQUA.L,USD,XTRACK/SHS CL-1D USD,London Stock Exchange,LSE,Europe/London
US71.L,USD,LYX CORE.IBOXX TR/USD,London Stock Exchange,LSE,Europe/London
PRF.L,USD,VANECK VECT/SHS CL-A USD,London Stock Exchange,LSE,Europe/London
XMXD.L,USD,XTRACKERS MSCI E/USD,London Stock Exchange,LSE,Europe/London
85PL.L,USD,BK POLSKA KASA/GDR 144A,London Stock Exchange,LSE,Europe/London
SMTC.L,USD,LYXOR IND.FD-LYX.SM/USD,London Stock Exchange,LSE,Europe/London
SGB3.L,USD,ETFS FORE/3X SHORT GBP LONG USD,London Stock Exchange,LSE,Europe/London
PRUS.L,USD,POWERSHARES/SHS USD,London Stock Exchange,LSE,Europe/London
XCS6.L,USD,XTRACKERS MSCI CHIN/USD,London Stock Exchange,LSE,Europe/London
EMCO.L,USD,SSGA SPDR I/SHS USD,London Stock Exchange,LSE,Europe/London
ISDE.L,USD,ISHS II/SHS USD,London Stock Exchange,LSE,Europe/London
LSAD.L,USD,LIFE SETT/PAR VTG D FPD 0.01,London Stock Exchange,LSE,Europe/London
IMBA.L,USD,ISHS IV/SHS CL-ACCUMG USD,London Stock Exchange,LSE,Europe/London
TNOW.L,USD,MULTI UNITS LUX-L.M/USD,London Stock Exchange,LSE,Europe/London
EFIM.L,USD,INVESCO MKT/SHS CL-ACC USD,London Stock Exchange,LSE,Europe/London
XMRD.L,USD,XTRACK.MSCI RUS.CAP/USD,London Stock Exchange,LSE,Europe/London
SG32.L,USD,SG ISSU/WTI X3 DLY LG PERP ETN USD,London Stock Exchange,LSE,Europe/London
TRS5.L,USD,SSGA SPDR I/SHS USD,London Stock Exchange,LSE,Europe/London
FUSD.L,USD,FID UCIT/SHS CL-INM USD,London Stock Exchange,LSE,Europe/London
STIM.L,USD,ETFS COMM/1X DAILY SHORT TIN,London Stock Exchange,LSE,Europe/London
EMLB.L,USD,PIMCO FXD/SHS CL-ACCUMG USD,London Stock Exchange,LSE,Europe/London
JPST.L,USD,JPM ETF(IR)/SHS USD,London Stock Exchange,LSE,Europe/London
FAIG.L,USD,ETFS COMM/LONGER DATED ALL COMMODIT,London Stock Exchange,LSE,Europe/London
EMSA.L,USD,ISHS II/SHS CL-ACC USD,London Stock Exchange,LSE,Europe/London
3OIL.L,USD,BST/ASST BKD 20621130 COIL 3X LV,London Stock Exchange,LSE,Europe/London
IDWP.L,USD,ISHS II/SHS USD,London Stock Exchange,LSE,Europe/London
UC65.L,USD,UBS-ETF MSCI JAPAN/JPY,London Stock Exchange,LSE,Europe/London
OIL3.L,USD,UBS London/ETC Perp Othr,London Stock Exchange,LSE,Europe/London
3EMS.L,USD,BST/ASST BKD 20621130 EM 3X SHRT,London Stock Exchange,LSE,Europe/London
SSUG.L,USD,ETFS COMM/1X DAILY SHORT HEATING OI,London Stock Exchange,LSE,Europe/London
AGRU.L,USD,UBS London/ETC Perp Othr,London Stock Exchange,LSE,Europe/London
DPYA.L,USD,ISHS II/SHS CL-USD (ACC) USD,London Stock Exchange,LSE,Europe/London
DEMV.L,USD,OSS.EM.MKT.MIN.V.NR/USD,London Stock Exchange,LSE,Europe/London
WEAT.L,USD,ETFS COMM/WHEAT,London Stock Exchange,LSE,Europe/London
61HG.L,USD,WALSIN LIHWA CO/GDR 144A,London Stock Exchange,LSE,Europe/London
IMBS.L,USD,ISHS IV/SHS USD,London Stock Exchange,LSE,Europe/London
IWDA.L,USD,ISHS III/SHS USD,London Stock Exchange,LSE,Europe/London
TRS3.L,USD,SSGA SPDR I/SHS USD,London Stock Exchange,LSE,Europe/London
CI2U.L,USD,AMUNDI I.SOL.-MSCI/USD,London Stock Exchange,LSE,Europe/London
TMT.L,USD,TMT Investments PLC,London Stock Exchange,LSE,Europe/London
SLCT.L,USD,ETFS COMM/1X DAILY SHORT LIVE C,London Stock Exchange,LSE,Europe/London
RTWO.L,USD,ETFX/SHS USD,London Stock Exchange,LSE,Europe/London
IDBT.L,USD,I SHS/SHS USD,London Stock Exchange,LSE,Europe/London
LINR.L,USD,ETFS FORE/LONG INR SHORT USD,London Stock Exchange,LSE,Europe/London
SCAD.L,USD,ETFS FORE/SHORT CAD LONG USD,London Stock Exchange,LSE,Europe/London
SOYB.L,USD,ETFS COMM/SOYBEANS,London Stock Exchange,LSE,Europe/London
YMT1.L,USD,YANGMING MARINE/GDR 144A,London Stock Exchange,LSE,Europe/London
CP9U.L,USD,AMUNDI I.SOL.-MSCI/USD,London Stock Exchange,LSE,Europe/London
CSWU.L,USD,AMUNDI I.SOL.-MSCI/USD,London Stock Exchange,LSE,Europe/London
VUSD.L,USD,VANGUARD/SHS USD,London Stock Exchange,LSE,Europe/London
R2US.L,USD,SSGA SPDR II/SHS USD,London Stock Exchange,LSE,Europe/London
CRBU.L,USD,MULTI UNITS LUX-LYX/EUR,London Stock Exchange,LSE,Europe/London
WMAT.L,USD,SSGA SPDR II/SHS USD,London Stock Exchange,LSE,Europe/London
HOGF.L,USD,ETFS COMM/LONGER DATED LEAN HOG,London Stock Exchange,LSE,Europe/London
XT2D.L,USD,XTRACK.S+P500 2X IN/USD,London Stock Exchange,LSE,Europe/London
SG52.L,USD,SG ISSU/SILVER X2 DLY LG PERP LEV P,London Stock Exchange,LSE,Europe/London
SG90.L,USD,SG ISSU/S&P X3 DLY LG PERP LEV PROD,London Stock Exchange,LSE,Europe/London
XLYS.L,USD,INVESCO MKT/SHS CL-A USD,London Stock Exchange,LSE,Europe/London
IDIN.L,USD,iShares FTSE/Macquarie G I 100 Fd,London Stock Exchange,LSE,Europe/London
TAU.L,USD,Tau Capital PLC,London Stock Exchange,LSE,Europe/London
ISAC.L,USD,ISHS V/SHS USD,London Stock Exchange,LSE,Europe/London
CORU.L,USD,UBS London/ETC Perp Othr,London Stock Exchange,LSE,Europe/London
LCOR.L,USD,ETFS COMM/2X DAILY LONG CORN,London Stock Exchange,LSE,Europe/London
VDET.L,USD,VANGUARD/SHS USD,London Stock Exchange,LSE,Europe/London
AIGI.L,USD,ETFS COMM/INDUSTRIAL METALS,London Stock Exchange,LSE,Europe/London
XLVS.L,USD,INVESCO MKT/SHS CL-A USD,London Stock Exchange,LSE,Europe/London
EMLI.L,USD,PIMCO FXD/SHS USD,London Stock Exchange,LSE,Europe/London
LEMB.L,USD,LYXOR IND.FD-L.IB.D/USD,London Stock Exchange,LSE,Europe/London
XAXD.L,USD,XTRACKERS MSCI A.A/USD,London Stock Exchange,LSE,Europe/London
SG44.L,USD,SG ISSU/GOLD X2 DLY LG PERP ETN USD,London Stock Exchange,LSE,Europe/London
CIFR.L,USD,CARADOR/SHS CL- USD,London Stock Exchange,LSE,Europe/London
LCHF.L,USD,ETFS FORE/LONG CHF SHORT USD,London Stock Exchange,LSE,Europe/London
JPNU.L,USD,M.LYX.JAP.TOP.DR UC.ETF D EUR,London Stock Exchange,LSE,Europe/London
UESG.L,USD,MULTI UN.L.-LYXOR/USD,London Stock Exchange,LSE,Europe/London
CRED.L,USD,LEG&GEN UCITS/SHS ETF DIS USD,London Stock Exchange,LSE,Europe/London
US13.L,USD,LYX.CORE.IBOXX TREA/USD,London Stock Exchange,LSE,Europe/London
SG69.L,USD,SG ISSU/JPYUSD X5 DLY SHT PERP LEV,London Stock Exchange,LSE,Europe/London
LGRA.L,USD,ETFS COMM/2X DAILY LONG GRAINS,London Stock Exchange,LSE,Europe/London
LCUD.L,USD,LYXOR CORE MORN/USD,London Stock Exchange,LSE,Europe/London
PUTW.L,USD,WISDOMTREE/SHS CL-USD ACC,London Stock Exchange,LSE,Europe/London
SPPT.L,USD,SRC PH/ASST BKD 21001231 SER-3 SECD,London Stock Exchange,LSE,Europe/London
LTIM.L,USD,ETFS COMM/2X DAILY LONG TIN,London Stock Exchange,LSE,Europe/London
XUIT.L,USD,X-TR.II-US TRE.IN.L/USD,London Stock Exchange,LSE,Europe/London
OCPA.L,USD,ORCHID CHEMICAL/S GDR 144A,London Stock Exchange,LSE,Europe/London
CSPX.L,USD,ISHS VII/SHS USD,London Stock Exchange,LSE,Europe/London
SGRA.L,USD,ETFS COMM/1X DAILY SHORT GRAINS,London Stock Exchange,LSE,Europe/London
69SI.L,USD,TMK PAO/S GDR 144A,London Stock Exchange,LSE,Europe/London
SSFT.L,USD,ETFS COMM/1X DAILY SHORT SOFTS,London Stock Exchange,LSE,Europe/London
HOGS.L,USD,ETFS COMM/LEAN HOGS,London Stock Exchange,LSE,Europe/London
MDO.L,USD,Mandarin Oriental International Limited,London Stock Exchange,LSE,Europe/London
USRE.L,USD,ISHS III/SHS USD,London Stock Exchange,LSE,Europe/London
BACK.L,USD,BLCKROCK AMIL/SHS EUR,London Stock Exchange,LSE,Europe/London
CMCU.L,USD,UBS London/ETC Perp Othr,London Stock Exchange,LSE,Europe/London
SPAL.L,USD,SRC PH/ASST BKD 21001231 SER-4 SECD,London Stock Exchange,LSE,Europe/London
NXKU.L,USD,NOMURA NXT/SHS USD,London Stock Exchange,LSE,Europe/London
ICBU.L,USD,ISHS III/SHS USD,London Stock Exchange,LSE,Europe/London
SSLV.L,USD,SRC PH/ASST BKD 21001231 SER-2 SECD,London Stock Exchange,LSE,Europe/London
VNL.L,USD,Vinaland Limited,London Stock Exchange,LSE,Europe/London
GCVB.L,USD,SSGA SPDR II/SHS USD,London Stock Exchange,LSE,Europe/London
XMGD.L,USD,XTRACK/SHS CL-1D USD,London Stock Exchange,LSE,Europe/London
CRM2.L,USD,LEV/ETP 2X SALESFORCE.COM 20671231,London Stock Exchange,LSE,Europe/London
XLBS.L,USD,INVESCO MKT/SHS CL-A USD,London Stock Exchange,LSE,Europe/London
100H.L,USD,LYX.FTSE 100 UC/USD,London Stock Exchange,LSE,Europe/London
LCWD.L,USD,LYXOR CORE MSCI/USD,London Stock Exchange,LSE,Europe/London
2OIS.L,USD,BST/ASST BKD 20621130 WTI 2X SHR,London Stock Exchange,LSE,Europe/London
LEMD.L,USD,M.L.EUR.S.50 D./CIV,London Stock Exchange,LSE,Europe/London
VDMV.L,USD,VANGUARD/SHS USD,London Stock Exchange,LSE,Europe/London
SUGA.L,USD,ETFS Sugar,London Stock Exchange,LSE,Europe/London
BULL.L,USD,ETFS COMM/GOLD (GBP),London Stock Exchange,LSE,Europe/London
GS2.L,USD,LEV/ETP 2X GOLDMAN SACHS 20670403,London Stock Exchange,LSE,Europe/London
XDWL.L,USD,XTRACK/SHS CL-1D USD,London Stock Exchange,LSE,Europe/London
IJPD.L,USD,ISHS/SHS USD,London Stock Exchange,LSE,Europe/London
COCO.L,USD,ETFS COMM/COCOA INDIVIDUAL SECU,London Stock Exchange,LSE,Europe/London
CGLO.L,USD,Chagala Group Ltd,London Stock Exchange,LSE,Europe/London
JPHU.L,USD,AMUNDI I.SOL.-JPX/USD,London Stock Exchange,LSE,Europe/London
LGB3.L,USD,ETFS FORE/3X LONG GBP SHORT USD,London Stock Exchange,LSE,Europe/London
UBLA.L,USD,UTD BK LTD/GDR 144A,London Stock Exchange,LSE,Europe/London
CBU3.L,USD,CS ETF/SHS USD,London Stock Exchange,LSE,Europe/London
ENFX.L,USD,ETFS FORE/G10 VS USD MULTI STRA,London Stock Exchange,LSE,Europe/London
PRMU.L,USD,UBS London/ETC Perp Othr,London Stock Exchange,LSE,Europe/London
BRNT.L,USD,ETFS COMM/BRENT CRUDE,London Stock Exchange,LSE,Europe/London
FEMU.L,USD,1ST TR GB/SHS CL-A USD,London Stock Exchange,LSE,Europe/London
SEDM.L,USD,ISHS IV/SHS CL-DISTRG USD,London Stock Exchange,LSE,Europe/London
SG26.L,USD,SG ISSU/NATURAL GAS X5 DLY LG PERP,London Stock Exchange,LSE,Europe/London
IMVU.L,USD,ISHS VI/SHS EUR,London Stock Exchange,LSE,Europe/London
LCCN.L,USD,M.U.L.-LYX.MSCI/USD,London Stock Exchange,LSE,Europe/London
AUEM.L,USD,AMUNDI I.SOL.-MSCI/USD,London Stock Exchange,LSE,Europe/London
CMCI.L,USD,UBS London/ETC Perp Othr,London Stock Exchange,LSE,Europe/London
HEWD.L,USD,HSBC ETFS/SHS USD,London Stock Exchange,LSE,Europe/London
LTTG.L,USD,LITE-ON TECY CO/GDR 144A,London Stock Exchange,LSE,Europe/London
LJP3.L,USD,ETFS FORE/3X LONG JPY SHORT USD,London Stock Exchange,LSE,Europe/London
ROLL.L,USD,ISHS VI/SHS CL-USD,London Stock Exchange,LSE,Europe/London
34NF.L,USD,ACRON PJSC/S GDR 144A,London Stock Exchange,LSE,Europe/London
SAJP.L,USD,ISHS IV/SHS CL-ACCUMG USD,London Stock Exchange,LSE,Europe/London
SUD5.L,USD,ETFS FORE/5X LONG EUR SHORT USD,London Stock Exchange,LSE,Europe/London
FYX.L,USD,1ST TR GB/ SHS CL-A USD,London Stock Exchange,LSE,Europe/London
LUTR.L,USD,SSGA SPDR I/SHS USD,London Stock Exchange,LSE,Europe/London
SJNK.L,USD,SSGA SPDR I/SHS USD,London Stock Exchange,LSE,Europe/London
CIT2.L,USD,LEV/ETP 2X CITIGROUP 20670403,London Stock Exchange,LSE,Europe/London
LLHO.L,USD,ETFS COMM/2X DAILY LONG LEAN HO,London Stock Exchange,LSE,Europe/London
HYGU.L,USD,ISHS/SHS CL-ACCUMG USD,London Stock Exchange,LSE,Europe/London
GLD.L,USD,BST/ASST BKD 20621130 GOLD ETC,London Stock Exchange,LSE,Europe/London
ISLN.L,USD,ISHS PHYS/SHS USD,London Stock Exchange,LSE,Europe/London
SG25.L,USD,SG ISSU/NATURAL GAS X3 DLY SHT PERP,London Stock Exchange,LSE,Europe/London
VDVA.L,USD,VANGUARD/SHS USD,London Stock Exchange,LSE,Europe/London
SLEA.L,USD,ETFS COMM/1X DAILY SHORT LEAD,London Stock Exchange,LSE,Europe/London
46GM.L,USD,HMS HYDRAULIC M/S GDR 144A,London Stock Exchange,LSE,Europe/London
SINR.L,USD,ETFS FORE/SHORT INR LONG USD,London Stock Exchange,LSE,Europe/London
LQDE.L,USD,ISHS/SHS USD,London Stock Exchange,LSE,Europe/London
XMAD.L,USD,XTRACKERS MSCI EM/USD,London Stock Exchange,LSE,Europe/London
SXLU.L,USD,SSGA SPDR II/SHS USD,London Stock Exchange,LSE,Europe/London
3NIL.L,USD,ETFS COMM/3X DAILY LONG NICKEL,London Stock Exchange,LSE,Europe/London
COCB.L,USD,WISDOMTREE/SHS USD,London Stock Exchange,LSE,Europe/London
CMGU.L,USD,UBS London/ETC Perp Othr,London Stock Exchange,LSE,Europe/London
PEMD.L,USD,INVESCO II/SHS CL-A USD,London Stock Exchange,LSE,Europe/London
63PE.L,USD,EASTPHARMA LTD/S GDR 144A,London Stock Exchange,LSE,Europe/London
EMES.L,USD,ISHS II/SHS CL-USD (DIST) USD,London Stock Exchange,LSE,Europe/London
VDEM.L,USD,VANGUARD/SHS USD,London Stock Exchange,LSE,Europe/London
ADES.L,USD,ADES International Holding PLC,London Stock Exchange,LSE,Europe/London
ATMA.L,USD,Atlas Mara Ltd,London Stock Exchange,LSE,Europe/London
PHPD.L,USD,ETFS META/ETFS PHYSICAL PALLADI,London Stock Exchange,LSE,Europe/London
CRUD.L,USD,ETFS COMM/WTI CRUDE OIL,London Stock Exchange,LSE,Europe/London
DFJ.L,USD,WISDOMTREE/SHS CL -USD,London Stock Exchange,LSE,Europe/London
BRZ.L,USD,AMUNDI INDEX/USD,London Stock Exchange,LSE,Europe/London
IGLN.L,USD,ISHS PHYS/ASST BKD PERP SECD,London Stock Exchange,LSE,Europe/London
IEMS.L,USD,ISHS III/SHS USD,London Stock Exchange,LSE,Europe/London
BNKU.L,USD,LYXOR S+P500 BA/EUR,London Stock Exchange,LSE,Europe/London
NICK.L,USD,ETFS COMM/NICKEL,London Stock Exchange,LSE,Europe/London
SXLC.L,USD,SSGA SPDR II/SHS CL-ACC USD,London Stock Exchange,LSE,Europe/London
BG79.L,USD,EFG-HERMES HLDG/S GDR 144A,London Stock Exchange,LSE,Europe/London
SLST.L,USD,ETFS COMM/1X DAILY SHORT LIVEST,London Stock Exchange,LSE,Europe/London
RBOT.L,USD,ISHS IV/SHS USD,London Stock Exchange,LSE,Europe/London
LCAD.L,USD,ETFS FORE/LONG CAD SHORT USD,London Stock Exchange,LSE,Europe/London
SLHO.L,USD,ETFS COMM/1X DAILY SHORT LEAN H,London Stock Exchange,LSE,Europe/London
XDWH.L,USD,XTRACK/SHS CL-1C USD,London Stock Exchange,LSE,Europe/London
VEUD.L,USD,VANGUARD/SHS EUR,London Stock Exchange,LSE,Europe/London
SG53.L,USD,SG ISSU/SILVER X2 DLY SHT PERP ETN,London Stock Exchange,LSE,Europe/London
SZIC.L,USD,ETFS COMM/1X DAILY SHORT ZINC,London Stock Exchange,LSE,Europe/London
TURU.L,USD,M.U.L.-LYXOR MSCI/EUR,London Stock Exchange,LSE,Europe/London
NASD.L,USD,LYXOR NASDAQ-100/EUR,London Stock Exchange,LSE,Europe/London
LAGR.L,USD,ETFS COMM/2X DAILY LONG AGRICUL,London Stock Exchange,LSE,Europe/London
EIMU.L,USD,ISHS /SHS CL-CORE MSCI EM DIS USD,London Stock Exchange,LSE,Europe/London
MLPS.L,USD,INVESCO MKT/SHS CL-A USD,London Stock Exchange,LSE,Europe/London
MVAW.L,USD,LYX.FTSE ALL WRLD/USD,London Stock Exchange,LSE,Europe/London
UCAP.L,USD,OSS.SH.BARC.-US SEC/USD,London Stock Exchange,LSE,Europe/London
LCJD.L,USD,LYXOR CORE MSCI/JPY,London Stock Exchange,LSE,Europe/London
SAGR.L,USD,ETFS COMM/1X DAILY SHORT AGRICU,London Stock Exchange,LSE,Europe/London
XSIL.L,USD,DB ETC/XTRACKER PHY SILVER ETC 15/0,London Stock Exchange,LSE,Europe/London
OSB1.L,USD,ETFS OIL/ETFS BRENT OIL 1YR,London Stock Exchange,LSE,Europe/London
DESD.L,USD,WISDOMTREE ISSU/SHS USD,London Stock Exchange,LSE,Europe/London
USIG.L,USD,LYX.USD LIQUID INV./USD,London Stock Exchange,LSE,Europe/London
FDNU.L,USD,SHS CL-CLASS A USD ACC USD,London Stock Exchange,LSE,Europe/London
IUSZ.L,USD,ISHS IV/SHS USD,London Stock Exchange,LSE,Europe/London
XDWC.L,USD,XTRACK/SHS CL-1C USD,London Stock Exchange,LSE,Europe/London
IMID.L,USD,SSGA SPDR I/SHS USD,London Stock Exchange,LSE,Europe/London
SALL.L,USD,ETFS COMM/1X DAILY SHORT HEATING OI,London Stock Exchange,LSE,Europe/London
SXLI.L,USD,SSGA SPDR II/SHS USD,London Stock Exchange,LSE,Europe/London
IPXJ.L,USD,ISHS III/SHS USD,London Stock Exchange,LSE,Europe/London
ALAU.L,USD,AMUNDI I.SOL.-MSCI/USD,London Stock Exchange,LSE,Europe/London
MGTU.L,USD,LY.DJ GL.TITAN.50 UC.ETF D EUR,London Stock Exchange,LSE,Europe/London
NBDX.L,USD,NB DIST/NPV VTG FPD,London Stock Exchange,LSE,Europe/London
XZW0.L,USD,XTRACKIE/SHS CL-1D USD,London Stock Exchange,LSE,Europe/London
IDEM.L,USD,ISHS/SHS EUR,London Stock Exchange,LSE,Europe/London
NDIA.L,USD,ISHS IV/SHS USD,London Stock Exchange,LSE,Europe/London
XDW0.L,USD,XTRACK/SHS CL-1C USD,London Stock Exchange,LSE,Europe/London
LAU3.L,USD,ETFS FORE/3X LONG AUD SHORT USD,London Stock Exchange,LSE,Europe/London
3OIS.L,USD,BST/ASST BKD 20621130 CRU OIL 3X SH,London Stock Exchange,LSE,Europe/London
3SUS.L,USD,ETFS COMM/3X DAILY SHORT SUGAR,London Stock Exchange,LSE,Europe/London
SG92.L,USD,SG ISSU/S&P X5 DLY LG PERP LEV PROD,London Stock Exchange,LSE,Europe/London
IDEE.L,USD,ISHS/SHS EUR,London Stock Exchange,LSE,Europe/London
SG64.L,USD,SG ISSU/GBPUSD X5 DLY LG PERP LEV P,London Stock Exchange,LSE,Europe/London
MXUS.L,USD,INVESCO/SHS CL-A USD,London Stock Exchange,LSE,Europe/London
PETR.L,USD,OMV PETROM S A/S GDR 144A,London Stock Exchange,LSE,Europe/London
IGAA.L,USD,ISHS III/SHS CL-USD (ACC) USD,London Stock Exchange,LSE,Europe/London
EFIW.L,USD,INVESCO MKT/SHS CL-A USD,London Stock Exchange,LSE,Europe/London
SWEA.L,USD,ETFS COMM/1X DAILY SHORT WHEAT,London Stock Exchange,LSE,Europe/London
XUTC.L,USD,XTRACK/SHS CL-1D USD,London Stock Exchange,LSE,Europe/London
FEEA.L,USD,FED GRID CO UNI/S GDR 144A,London Stock Exchange,LSE,Europe/London
LEUR.L,USD,ETFS FORE/LONG EUR SHORT USD,London Stock Exchange,LSE,Europe/London
EMLC.L,USD,VANECK VECT/SHS CL-A USD,London Stock Exchange,LSE,Europe/London
SPY5.L,USD,SSGA SPDR I/SHS USD,London Stock Exchange,LSE,Europe/London
DGSD.L,USD,WISDOMTREE ISSU/SHS USD,London Stock Exchange,LSE,Europe/London
SXLV.L,USD,SSGA SPDR II/SHS USD,London Stock Exchange,LSE,Europe/London
BILD.L,USD,LYXOR IND.FD-LYFTSE/USD,London Stock Exchange,LSE,Europe/London
SG35.L,USD,SG ISSU/WTI X5 DLY SHT PERP ETN USD,London Stock Exchange,LSE,Europe/London
DHSD.L,USD,WISDOMTREE ISSU/SHS USD,London Stock Exchange,LSE,Europe/London
XGLF.L,USD,XTRACK/SHS CL-1C USD,London Stock Exchange,LSE,Europe/London
IPDM.L,USD,ISHS PHYS/SHS USD,London Stock Exchange,LSE,Europe/London
VIXL.L,USD,BST/ASST BKD 20621130 2.25X LEV,London Stock Exchange,LSE,Europe/London
IWSZ.L,USD,ISHS IV/SHS USD,London Stock Exchange,LSE,Europe/London
ARO.L,USD,Arricano Real Estate PLC,London Stock Exchange,LSE,Europe/London
GLAG.L,USD,SSGA SPDR I/SHS USD,London Stock Exchange,LSE,Europe/London
IEDY.L,USD,ISHS V/SHS USD,London Stock Exchange,LSE,Europe/London
ISDU.L,USD,ISHS II/SHS USD,London Stock Exchange,LSE,Europe/London
SUSB.L,USD,ETFS FORE/BEARISH USD VS G10 CC,London Stock Exchange,LSE,Europe/London
DLTM.L,USD,ISHS II/SHS EUR,London Stock Exchange,LSE,Europe/London
NGAS.L,USD,ETFS COMM/NATURAL GAS (GBP),London Stock Exchange,LSE,Europe/London
NFL2.L,USD,LEV/ETP 2X NETFLIX 20671231,London Stock Exchange,LSE,Europe/London
EDVD.L,USD,SSGA SPDR I/SHS USD,London Stock Exchange,LSE,Europe/London
LSUG.L,USD,ETFS COMM/2X DAILY LONG SUGAR,London Stock Exchange,LSE,Europe/London
UFSD.L,USD,ISHS IV/SHS CL-USD (DIST) USD,London Stock Exchange,LSE,Europe/London
RDXS.L,USD,INVESCO MKT/SHS CL-A USD,London Stock Exchange,LSE,Europe/London
PHPM.L,USD,ETFS META/ETFS PHYSICAL PM BSK,London Stock Exchange,LSE,Europe/London
WLDU.L,USD,MUL LYX.MSCI WO/CIV,London Stock Exchange,LSE,Europe/London
XMVU.L,USD,XTRACK/SHS CL-1D USD,London Stock Exchange,LSE,Europe/London
WTID.L,USD,BST/ASST BKD 20621130 WTI OIL,London Stock Exchange,LSE,Europe/London
SXLK.L,USD,SSGA SPDR II/SHS USD,London Stock Exchange,LSE,Europe/London
GDX.L,USD,VANECK VECT/SHS CL-A USD,London Stock Exchange,LSE,Europe/London
USMF.L,USD,WISDOMTREE/SHS CL-USD,London Stock Exchange,LSE,Europe/London
FLOA.L,USD,ISHS II/SHS CL-USD (ACC) USD,London Stock Exchange,LSE,Europe/London
3EML.L,USD,BST/ASST BKD 20621130 EM 3X LEV,London Stock Exchange,LSE,Europe/London
CJ1U.L,USD,AMUNDI I.SOL.-MSCI/JPY,London Stock Exchange,LSE,Europe/London
